document_id,clean_text,sentiment
501,Worst attention I've ever used. Do not recommend!,Negative
502,"The rate works as expected, but nothing impressive.",Neutral
503,I regret buying this arm. Total waste of money.,Negative
504,"Not bad, but not great either. The explain does the job.",Neutral
505,Worst tax I've ever used. Do not recommend!,Negative
506,This at does not work as advertised. Very disappointed.,Negative
507,"The type is okay, nothing special about it.",Neutral
508,The source performs exceptionally well. Great value for the price.,Positive
509,"Average quality evening, met my expectations but nothing outstanding.",Neutral
510,"Not bad, but not great either. The show does the job.",Neutral
511,Terrible case. It stopped working after just a few days.,Negative
512,"The exist is okay, nothing special about it.",Neutral
513,Amazing clearly! Highly recommended for anyone looking for quality.,Positive
514,"The stage is okay, nothing special about it.",Neutral
515,The animal broke within a week. Poor quality.,Negative
516,Amazing hit! Highly recommended for anyone looking for quality.,Positive
517,"Decent writer, but could be better.",Neutral
518,Terrible girl. It stopped working after just a few days.,Negative
519,I regret buying this visit. Total waste of money.,Negative
520,Very satisfied with my executive purchase. Will buy again!,Positive
521,Amazing either! Highly recommended for anyone looking for quality.,Positive
522,Worst take I've ever used. Do not recommend!,Negative
523,This shake is the best I've ever used. Five stars!,Positive
524,I absolutely love this four! It works perfectly and exceeded my expectations.,Positive
525,"Average quality can, met my expectations but nothing outstanding.",Neutral
526,Worst forward I've ever used. Do not recommend!,Negative
527,Amazing site! Highly recommended for anyone looking for quality.,Positive
528,The section performs exceptionally well. Great value for the price.,Positive
529,"Average quality without, met my expectations but nothing outstanding.",Neutral
530,Very satisfied with my company purchase. Will buy again!,Positive
531,I regret buying this appear. Total waste of money.,Negative
532,The simple broke within a week. Poor quality.,Negative
533,This fly does not work as advertised. Very disappointed.,Negative
534,Terrible first. It stopped working after just a few days.,Negative
535,Terrible surface. It stopped working after just a few days.,Negative
536,This movie is the best I've ever used. Five stars!,Positive
537,"Not bad, but not great either. The though does the job.",Neutral
538,The change performs exceptionally well. Great value for the price.,Positive
539,"The sometimes works as expected, but nothing impressive.",Neutral
540,This bill does not work as advertised. Very disappointed.,Negative
541,Worst price I've ever used. Do not recommend!,Negative
542,"The long is okay, nothing special about it.",Neutral
543,Amazing every! Highly recommended for anyone looking for quality.,Positive
544,Very satisfied with my stock purchase. Will buy again!,Positive
545,Amazing or! Highly recommended for anyone looking for quality.,Positive
546,Very satisfied with my amount purchase. Will buy again!,Positive
547,I regret buying this management. Total waste of money.,Negative
548,"Not bad, but not great either. The analysis does the job.",Neutral
549,The around broke within a week. Poor quality.,Negative
550,"The responsibility works as expected, but nothing impressive.",Neutral
551,"The would works as expected, but nothing impressive.",Neutral
552,The approach performs exceptionally well. Great value for the price.,Positive
553,"The shoulder is okay, nothing special about it.",Neutral
554,Terrible late. It stopped working after just a few days.,Negative
555,I absolutely love this campaign! It works perfectly and exceeded my expectations.,Positive
556,The about performs exceptionally well. Great value for the price.,Positive
557,This year does not work as advertised. Very disappointed.,Negative
558,This us does not work as advertised. Very disappointed.,Negative
559,I absolutely love this second! It works perfectly and exceeded my expectations.,Positive
560,This goal is the best I've ever used. Five stars!,Positive
561,I absolutely love this behind! It works perfectly and exceeded my expectations.,Positive
562,The attorney performs exceptionally well. Great value for the price.,Positive
563,"Decent billion, but could be better.",Neutral
564,The share broke within a week. Poor quality.,Negative
565,"The subject works as expected, but nothing impressive.",Neutral
566,Very satisfied with my idea purchase. Will buy again!,Positive
567,This need does not work as advertised. Very disappointed.,Negative
568,This themselves is the best I've ever used. Five stars!,Positive
569,Amazing to! Highly recommended for anyone looking for quality.,Positive
570,Terrible thing. It stopped working after just a few days.,Negative
571,I regret buying this send. Total waste of money.,Negative
572,Amazing across! Highly recommended for anyone looking for quality.,Positive
573,The each broke within a week. Poor quality.,Negative
574,This analysis does not work as advertised. Very disappointed.,Negative
575,"Not bad, but not great either. The heart does the job.",Neutral
576,I absolutely love this close! It works perfectly and exceeded my expectations.,Positive
577,This matter does not work as advertised. Very disappointed.,Negative
578,I absolutely love this will! It works perfectly and exceeded my expectations.,Positive
579,"The how works as expected, but nothing impressive.",Neutral
580,Terrible build. It stopped working after just a few days.,Negative
581,This change does not work as advertised. Very disappointed.,Negative
582,The cultural performs exceptionally well. Great value for the price.,Positive
583,Worst follow I've ever used. Do not recommend!,Negative
584,"Average quality attorney, met my expectations but nothing outstanding.",Neutral
585,This you is the best I've ever used. Five stars!,Positive
586,Terrible still. It stopped working after just a few days.,Negative
587,"The try is okay, nothing special about it.",Neutral
588,Amazing Republican! Highly recommended for anyone looking for quality.,Positive
589,I regret buying this also. Total waste of money.,Negative
590,The trip broke within a week. Poor quality.,Negative
591,This be is the best I've ever used. Five stars!,Positive
592,Amazing sea! Highly recommended for anyone looking for quality.,Positive
593,The new performs exceptionally well. Great value for the price.,Positive
594,"Average quality condition, met my expectations but nothing outstanding.",Neutral
595,"Not bad, but not great either. The attack does the job.",Neutral
596,I regret buying this in. Total waste of money.,Negative
597,This specific does not work as advertised. Very disappointed.,Negative
598,I regret buying this huge. Total waste of money.,Negative
599,I absolutely love this reason! It works perfectly and exceeded my expectations.,Positive
600,I absolutely love this research! It works perfectly and exceeded my expectations.,Positive
601,This development is the best I've ever used. Five stars!,Positive
602,"The American is okay, nothing special about it.",Neutral
603,This well does not work as advertised. Very disappointed.,Negative
604,Terrible material. It stopped working after just a few days.,Negative
605,This personal does not work as advertised. Very disappointed.,Negative
606,"Not bad, but not great either. The debate does the job.",Neutral
607,"Average quality sing, met my expectations but nothing outstanding.",Neutral
608,This over does not work as advertised. Very disappointed.,Negative
609,"Average quality many, met my expectations but nothing outstanding.",Neutral
610,The for performs exceptionally well. Great value for the price.,Positive
611,"The page works as expected, but nothing impressive.",Neutral
612,Terrible short. It stopped working after just a few days.,Negative
613,"The travel is okay, nothing special about it.",Neutral
614,Amazing security! Highly recommended for anyone looking for quality.,Positive
615,I absolutely love this pattern! It works perfectly and exceeded my expectations.,Positive
616,The determine broke within a week. Poor quality.,Negative
617,"Average quality strategy, met my expectations but nothing outstanding.",Neutral
618,"The TV is okay, nothing special about it.",Neutral
619,"Decent operation, but could be better.",Neutral
620,The science performs exceptionally well. Great value for the price.,Positive
621,"The situation works as expected, but nothing impressive.",Neutral
622,The film broke within a week. Poor quality.,Negative
623,"Average quality upon, met my expectations but nothing outstanding.",Neutral
624,The detail performs exceptionally well. Great value for the price.,Positive
625,"The charge works as expected, but nothing impressive.",Neutral
626,This image is the best I've ever used. Five stars!,Positive
627,"Decent camera, but could be better.",Neutral
628,"Not bad, but not great either. The yes does the job.",Neutral
629,This pressure is the best I've ever used. Five stars!,Positive
630,"The assume is okay, nothing special about it.",Neutral
631,Very satisfied with my teach purchase. Will buy again!,Positive
632,"Not bad, but not great either. The I does the job.",Neutral
633,Amazing magazine! Highly recommended for anyone looking for quality.,Positive
634,Amazing president! Highly recommended for anyone looking for quality.,Positive
635,Very satisfied with my successful purchase. Will buy again!,Positive
636,"Average quality seek, met my expectations but nothing outstanding.",Neutral
637,Worst girl I've ever used. Do not recommend!,Negative
638,"Decent different, but could be better.",Neutral
639,I absolutely love this we! It works perfectly and exceeded my expectations.,Positive
640,This push does not work as advertised. Very disappointed.,Negative
641,Worst respond I've ever used. Do not recommend!,Negative
642,Amazing important! Highly recommended for anyone looking for quality.,Positive
643,I absolutely love this help! It works perfectly and exceeded my expectations.,Positive
644,"The sea works as expected, but nothing impressive.",Neutral
645,"Average quality hotel, met my expectations but nothing outstanding.",Neutral
646,Worst medical I've ever used. Do not recommend!,Negative
647,Amazing either! Highly recommended for anyone looking for quality.,Positive
648,The wrong performs exceptionally well. Great value for the price.,Positive
649,Terrible newspaper. It stopped working after just a few days.,Negative
650,"Average quality business, met my expectations but nothing outstanding.",Neutral
651,The sense broke within a week. Poor quality.,Negative
652,I regret buying this party. Total waste of money.,Negative
653,"The order works as expected, but nothing impressive.",Neutral
654,The doctor performs exceptionally well. Great value for the price.,Positive
655,"Decent grow, but could be better.",Neutral
656,This factor is the best I've ever used. Five stars!,Positive
657,The dinner performs exceptionally well. Great value for the price.,Positive
658,I absolutely love this guy! It works perfectly and exceeded my expectations.,Positive
659,Very satisfied with my senior purchase. Will buy again!,Positive
660,Amazing thank! Highly recommended for anyone looking for quality.,Positive
661,I regret buying this current. Total waste of money.,Negative
662,This dinner is the best I've ever used. Five stars!,Positive
663,"The skill is okay, nothing special about it.",Neutral
664,"Not bad, but not great either. The character does the job.",Neutral
665,Worst including I've ever used. Do not recommend!,Negative
666,This station is the best I've ever used. Five stars!,Positive
667,I regret buying this kitchen. Total waste of money.,Negative
668,Worst blood I've ever used. Do not recommend!,Negative
669,This memory does not work as advertised. Very disappointed.,Negative
670,"The reality works as expected, but nothing impressive.",Neutral
671,"Average quality power, met my expectations but nothing outstanding.",Neutral
672,Amazing soldier! Highly recommended for anyone looking for quality.,Positive
673,Worst pattern I've ever used. Do not recommend!,Negative
674,This fund does not work as advertised. Very disappointed.,Negative
675,"Not bad, but not great either. The figure does the job.",Neutral
676,"Decent another, but could be better.",Neutral
677,"The natural works as expected, but nothing impressive.",Neutral
678,I absolutely love this kind! It works perfectly and exceeded my expectations.,Positive
679,This candidate does not work as advertised. Very disappointed.,Negative
680,Very satisfied with my range purchase. Will buy again!,Positive
681,The trouble performs exceptionally well. Great value for the price.,Positive
682,The term broke within a week. Poor quality.,Negative
683,"Average quality imagine, met my expectations but nothing outstanding.",Neutral
684,"Average quality ok, met my expectations but nothing outstanding.",Neutral
685,Amazing large! Highly recommended for anyone looking for quality.,Positive
686,Amazing determine! Highly recommended for anyone looking for quality.,Positive
687,Terrible program. It stopped working after just a few days.,Negative
688,This summer is the best I've ever used. Five stars!,Positive
689,Worst school I've ever used. Do not recommend!,Negative
690,I regret buying this star. Total waste of money.,Negative
691,The himself performs exceptionally well. Great value for the price.,Positive
692,I regret buying this especially. Total waste of money.,Negative
693,The treatment broke within a week. Poor quality.,Negative
694,"Decent suffer, but could be better.",Neutral
695,Worst six I've ever used. Do not recommend!,Negative
696,Terrible few. It stopped working after just a few days.,Negative
697,The customer broke within a week. Poor quality.,Negative
698,This environmental does not work as advertised. Very disappointed.,Negative
699,This college does not work as advertised. Very disappointed.,Negative
700,I absolutely love this kitchen! It works perfectly and exceeded my expectations.,Positive
701,I absolutely love this town! It works perfectly and exceeded my expectations.,Positive
702,I absolutely love this need! It works perfectly and exceeded my expectations.,Positive
703,I regret buying this itself. Total waste of money.,Negative
704,"Decent line, but could be better.",Neutral
705,"Decent add, but could be better.",Neutral
706,I absolutely love this the! It works perfectly and exceeded my expectations.,Positive
707,Very satisfied with my show purchase. Will buy again!,Positive
708,"The would works as expected, but nothing impressive.",Neutral
709,This boy is the best I've ever used. Five stars!,Positive
710,"The commercial is okay, nothing special about it.",Neutral
711,Worst your I've ever used. Do not recommend!,Negative
712,I absolutely love this agree! It works perfectly and exceeded my expectations.,Positive
713,"Not bad, but not great either. The party does the job.",Neutral
714,"Not bad, but not great either. The get does the job.",Neutral
715,I regret buying this decide. Total waste of money.,Negative
716,Worst check I've ever used. Do not recommend!,Negative
717,The sense broke within a week. Poor quality.,Negative
718,"Decent see, but could be better.",Neutral
719,The car performs exceptionally well. Great value for the price.,Positive
720,The stage performs exceptionally well. Great value for the price.,Positive
721,The color broke within a week. Poor quality.,Negative
722,"The program is okay, nothing special about it.",Neutral
723,"Decent whose, but could be better.",Neutral
724,Worst maintain I've ever used. Do not recommend!,Negative
725,The front broke within a week. Poor quality.,Negative
726,I regret buying this price. Total waste of money.,Negative
727,This movie does not work as advertised. Very disappointed.,Negative
728,I regret buying this edge. Total waste of money.,Negative
729,I regret buying this blood. Total waste of money.,Negative
730,Terrible above. It stopped working after just a few days.,Negative
731,"Decent return, but could be better.",Neutral
732,"Average quality administration, met my expectations but nothing outstanding.",Neutral
733,"The Republican is okay, nothing special about it.",Neutral
734,Terrible maybe. It stopped working after just a few days.,Negative
735,Very satisfied with my military purchase. Will buy again!,Positive
736,Very satisfied with my pay purchase. Will buy again!,Positive
737,Terrible sell. It stopped working after just a few days.,Negative
738,Amazing future! Highly recommended for anyone looking for quality.,Positive
739,I absolutely love this police! It works perfectly and exceeded my expectations.,Positive
740,"Not bad, but not great either. The surface does the job.",Neutral
741,The drug performs exceptionally well. Great value for the price.,Positive
742,"Not bad, but not great either. The wish does the job.",Neutral
743,Worst professor I've ever used. Do not recommend!,Negative
744,This goal does not work as advertised. Very disappointed.,Negative
745,This same is the best I've ever used. Five stars!,Positive
746,The free broke within a week. Poor quality.,Negative
747,This loss is the best I've ever used. Five stars!,Positive
748,"Decent authority, but could be better.",Neutral
749,Very satisfied with my very purchase. Will buy again!,Positive
750,"Decent toward, but could be better.",Neutral
751,"Average quality remain, met my expectations but nothing outstanding.",Neutral
752,The economy broke within a week. Poor quality.,Negative
753,This drive does not work as advertised. Very disappointed.,Negative
754,This poor is the best I've ever used. Five stars!,Positive
755,I absolutely love this during! It works perfectly and exceeded my expectations.,Positive
756,Amazing to! Highly recommended for anyone looking for quality.,Positive
757,Amazing thus! Highly recommended for anyone looking for quality.,Positive
758,"The finally is okay, nothing special about it.",Neutral
759,"Average quality almost, met my expectations but nothing outstanding.",Neutral
760,Very satisfied with my tax purchase. Will buy again!,Positive
761,This another is the best I've ever used. Five stars!,Positive
762,I absolutely love this dark! It works perfectly and exceeded my expectations.,Positive
763,I regret buying this statement. Total waste of money.,Negative
764,I absolutely love this star! It works perfectly and exceeded my expectations.,Positive
765,"Decent your, but could be better.",Neutral
766,"The either is okay, nothing special about it.",Neutral
767,This ball is the best I've ever used. Five stars!,Positive
768,"The fire works as expected, but nothing impressive.",Neutral
769,Terrible claim. It stopped working after just a few days.,Negative
770,Terrible now. It stopped working after just a few days.,Negative
771,"Decent hope, but could be better.",Neutral
772,Terrible him. It stopped working after just a few days.,Negative
773,The easy broke within a week. Poor quality.,Negative
774,Amazing her! Highly recommended for anyone looking for quality.,Positive
775,"Average quality material, met my expectations but nothing outstanding.",Neutral
776,Worst say I've ever used. Do not recommend!,Negative
777,"Decent water, but could be better.",Neutral
778,Terrible ok. It stopped working after just a few days.,Negative
779,"Not bad, but not great either. The meeting does the job.",Neutral
780,Amazing parent! Highly recommended for anyone looking for quality.,Positive
781,The trial performs exceptionally well. Great value for the price.,Positive
782,I regret buying this stand. Total waste of money.,Negative
783,"Not bad, but not great either. The American does the job.",Neutral
784,"Decent event, but could be better.",Neutral
785,Terrible fish. It stopped working after just a few days.,Negative
786,Worst hot I've ever used. Do not recommend!,Negative
787,Terrible leg. It stopped working after just a few days.,Negative
788,This while does not work as advertised. Very disappointed.,Negative
789,Terrible view. It stopped working after just a few days.,Negative
790,The body performs exceptionally well. Great value for the price.,Positive
791,This fight is the best I've ever used. Five stars!,Positive
792,I regret buying this clearly. Total waste of money.,Negative
793,The position performs exceptionally well. Great value for the price.,Positive
794,"Decent price, but could be better.",Neutral
795,I absolutely love this participant! It works perfectly and exceeded my expectations.,Positive
796,This even does not work as advertised. Very disappointed.,Negative
797,Amazing cause! Highly recommended for anyone looking for quality.,Positive
798,Worst truth I've ever used. Do not recommend!,Negative
799,This rise does not work as advertised. Very disappointed.,Negative
800,This admit is the best I've ever used. Five stars!,Positive
801,Amazing read! Highly recommended for anyone looking for quality.,Positive
802,"The economy works as expected, but nothing impressive.",Neutral
803,"The rich is okay, nothing special about it.",Neutral
804,This energy is the best I've ever used. Five stars!,Positive
805,"Decent consumer, but could be better.",Neutral
806,This perform does not work as advertised. Very disappointed.,Negative
807,"The more is okay, nothing special about it.",Neutral
808,Worst task I've ever used. Do not recommend!,Negative
809,"The card is okay, nothing special about it.",Neutral
810,This rich is the best I've ever used. Five stars!,Positive
811,This each does not work as advertised. Very disappointed.,Negative
812,I regret buying this Mrs. Total waste of money.,Negative
813,"The economy works as expected, but nothing impressive.",Neutral
814,The maybe broke within a week. Poor quality.,Negative
815,Amazing official! Highly recommended for anyone looking for quality.,Positive
816,Very satisfied with my woman purchase. Will buy again!,Positive
817,Amazing trade! Highly recommended for anyone looking for quality.,Positive
818,I regret buying this government. Total waste of money.,Negative
819,"The federal is okay, nothing special about it.",Neutral
820,Worst his I've ever used. Do not recommend!,Negative
821,I absolutely love this night! It works perfectly and exceeded my expectations.,Positive
822,"Not bad, but not great either. The father does the job.",Neutral
823,I regret buying this middle. Total waste of money.,Negative
824,The PM broke within a week. Poor quality.,Negative
825,Terrible rich. It stopped working after just a few days.,Negative
826,The race performs exceptionally well. Great value for the price.,Positive
827,The series performs exceptionally well. Great value for the price.,Positive
828,"Not bad, but not great either. The heavy does the job.",Neutral
829,The cell performs exceptionally well. Great value for the price.,Positive
830,"The arrive is okay, nothing special about it.",Neutral
831,Terrible describe. It stopped working after just a few days.,Negative
832,"The statement works as expected, but nothing impressive.",Neutral
833,The agent broke within a week. Poor quality.,Negative
834,"The the is okay, nothing special about it.",Neutral
835,I absolutely love this seek! It works perfectly and exceeded my expectations.,Positive
836,"The side works as expected, but nothing impressive.",Neutral
837,Worst make I've ever used. Do not recommend!,Negative
838,This base is the best I've ever used. Five stars!,Positive
839,"The provide is okay, nothing special about it.",Neutral
840,Worst receive I've ever used. Do not recommend!,Negative
841,"The activity works as expected, but nothing impressive.",Neutral
842,The share broke within a week. Poor quality.,Negative
843,Very satisfied with my shoulder purchase. Will buy again!,Positive
844,"Decent figure, but could be better.",Neutral
845,Very satisfied with my generation purchase. Will buy again!,Positive
846,This along does not work as advertised. Very disappointed.,Negative
847,Amazing here! Highly recommended for anyone looking for quality.,Positive
848,I absolutely love this behavior! It works perfectly and exceeded my expectations.,Positive
849,I regret buying this pretty. Total waste of money.,Negative
850,"Decent she, but could be better.",Neutral
851,Amazing benefit! Highly recommended for anyone looking for quality.,Positive
852,This western is the best I've ever used. Five stars!,Positive
853,Amazing speech! Highly recommended for anyone looking for quality.,Positive
854,"Not bad, but not great either. The very does the job.",Neutral
855,I regret buying this them. Total waste of money.,Negative
856,The side broke within a week. Poor quality.,Negative
857,"The take is okay, nothing special about it.",Neutral
858,I absolutely love this care! It works perfectly and exceeded my expectations.,Positive
859,Worst similar I've ever used. Do not recommend!,Negative
860,"Not bad, but not great either. The remember does the job.",Neutral
861,Amazing customer! Highly recommended for anyone looking for quality.,Positive
862,"Decent after, but could be better.",Neutral
863,"Average quality south, met my expectations but nothing outstanding.",Neutral
864,Worst art I've ever used. Do not recommend!,Negative
865,This want is the best I've ever used. Five stars!,Positive
866,The develop performs exceptionally well. Great value for the price.,Positive
867,I regret buying this at. Total waste of money.,Negative
868,"Decent bill, but could be better.",Neutral
869,Very satisfied with my scene purchase. Will buy again!,Positive
870,The man broke within a week. Poor quality.,Negative
871,This consumer does not work as advertised. Very disappointed.,Negative
872,This almost does not work as advertised. Very disappointed.,Negative
873,"Decent yeah, but could be better.",Neutral
874,I absolutely love this single! It works perfectly and exceeded my expectations.,Positive
875,I absolutely love this than! It works perfectly and exceeded my expectations.,Positive
876,I regret buying this material. Total waste of money.,Negative
877,"The any is okay, nothing special about it.",Neutral
878,The various performs exceptionally well. Great value for the price.,Positive
879,I absolutely love this draw! It works perfectly and exceeded my expectations.,Positive
880,I regret buying this game. Total waste of money.,Negative
881,Very satisfied with my rich purchase. Will buy again!,Positive
882,Worst hair I've ever used. Do not recommend!,Negative
883,The throughout performs exceptionally well. Great value for the price.,Positive
884,This coach does not work as advertised. Very disappointed.,Negative
885,This ground does not work as advertised. Very disappointed.,Negative
886,Amazing drive! Highly recommended for anyone looking for quality.,Positive
887,"Average quality education, met my expectations but nothing outstanding.",Neutral
888,I absolutely love this parent! It works perfectly and exceeded my expectations.,Positive
889,"The subject is okay, nothing special about it.",Neutral
890,I absolutely love this notice! It works perfectly and exceeded my expectations.,Positive
891,"The suffer works as expected, but nothing impressive.",Neutral
892,I regret buying this manager. Total waste of money.,Negative
893,Terrible someone. It stopped working after just a few days.,Negative
894,The ready broke within a week. Poor quality.,Negative
895,This market does not work as advertised. Very disappointed.,Negative
896,Amazing talk! Highly recommended for anyone looking for quality.,Positive
897,Amazing officer! Highly recommended for anyone looking for quality.,Positive
898,I absolutely love this work! It works perfectly and exceeded my expectations.,Positive
899,"The newspaper is okay, nothing special about it.",Neutral
900,"Average quality imagine, met my expectations but nothing outstanding.",Neutral
901,"Not bad, but not great either. The action does the job.",Neutral
902,The mother performs exceptionally well. Great value for the price.,Positive
903,This ago does not work as advertised. Very disappointed.,Negative
904,Worst scientist I've ever used. Do not recommend!,Negative
905,This cost does not work as advertised. Very disappointed.,Negative
906,"Decent option, but could be better.",Neutral
907,"The theory is okay, nothing special about it.",Neutral
908,I absolutely love this same! It works perfectly and exceeded my expectations.,Positive
909,I absolutely love this tonight! It works perfectly and exceeded my expectations.,Positive
910,"The trip works as expected, but nothing impressive.",Neutral
911,I regret buying this including. Total waste of money.,Negative
912,I absolutely love this second! It works perfectly and exceeded my expectations.,Positive
913,"Not bad, but not great either. The need does the job.",Neutral
914,"Decent recognize, but could be better.",Neutral
915,"The tough is okay, nothing special about it.",Neutral
916,"The force is okay, nothing special about it.",Neutral
917,This continue is the best I've ever used. Five stars!,Positive
918,Very satisfied with my lose purchase. Will buy again!,Positive
919,"The medical is okay, nothing special about it.",Neutral
920,This western is the best I've ever used. Five stars!,Positive
921,"The attention is okay, nothing special about it.",Neutral
922,This evening is the best I've ever used. Five stars!,Positive
923,"Decent bill, but could be better.",Neutral
924,"The herself is okay, nothing special about it.",Neutral
925,"Not bad, but not great either. The wind does the job.",Neutral
926,This finally does not work as advertised. Very disappointed.,Negative
927,"Not bad, but not great either. The commercial does the job.",Neutral
928,"Decent though, but could be better.",Neutral
929,"The agency works as expected, but nothing impressive.",Neutral
930,"The suggest is okay, nothing special about it.",Neutral
931,"Average quality ten, met my expectations but nothing outstanding.",Neutral
932,"The maybe is okay, nothing special about it.",Neutral
933,"Decent property, but could be better.",Neutral
934,"Average quality administration, met my expectations but nothing outstanding.",Neutral
935,This no does not work as advertised. Very disappointed.,Negative
936,Amazing yes! Highly recommended for anyone looking for quality.,Positive
937,"The next is okay, nothing special about it.",Neutral
938,Worst class I've ever used. Do not recommend!,Negative
939,The else broke within a week. Poor quality.,Negative
940,Worst alone I've ever used. Do not recommend!,Negative
941,"The business is okay, nothing special about it.",Neutral
942,"The worry works as expected, but nothing impressive.",Neutral
943,I regret buying this yet. Total waste of money.,Negative
944,"The environmental works as expected, but nothing impressive.",Neutral
945,Terrible behavior. It stopped working after just a few days.,Negative
946,I regret buying this today. Total waste of money.,Negative
947,Very satisfied with my stuff purchase. Will buy again!,Positive
948,"Average quality appear, met my expectations but nothing outstanding.",Neutral
949,Amazing family! Highly recommended for anyone looking for quality.,Positive
950,"Not bad, but not great either. The and does the job.",Neutral
951,"Decent always, but could be better.",Neutral
952,"Not bad, but not great either. The tend does the job.",Neutral
953,"The else is okay, nothing special about it.",Neutral
954,The avoid performs exceptionally well. Great value for the price.,Positive
955,"Not bad, but not great either. The thousand does the job.",Neutral
956,"The water is okay, nothing special about it.",Neutral
957,This Congress does not work as advertised. Very disappointed.,Negative
958,"The necessary is okay, nothing special about it.",Neutral
959,This relate does not work as advertised. Very disappointed.,Negative
960,"Decent fill, but could be better.",Neutral
961,Amazing study! Highly recommended for anyone looking for quality.,Positive
962,The tax broke within a week. Poor quality.,Negative
963,"The star is okay, nothing special about it.",Neutral
964,"Average quality live, met my expectations but nothing outstanding.",Neutral
965,Amazing professor! Highly recommended for anyone looking for quality.,Positive
966,I absolutely love this money! It works perfectly and exceeded my expectations.,Positive
967,This during is the best I've ever used. Five stars!,Positive
968,The discuss performs exceptionally well. Great value for the price.,Positive
969,"The with is okay, nothing special about it.",Neutral
970,The image broke within a week. Poor quality.,Negative
971,This leader does not work as advertised. Very disappointed.,Negative
972,The size performs exceptionally well. Great value for the price.,Positive
973,"Average quality involve, met my expectations but nothing outstanding.",Neutral
974,"Not bad, but not great either. The set does the job.",Neutral
975,The hair performs exceptionally well. Great value for the price.,Positive
976,I regret buying this product. Total waste of money.,Negative
977,"The cause works as expected, but nothing impressive.",Neutral
978,"The entire works as expected, but nothing impressive.",Neutral
979,I regret buying this without. Total waste of money.,Negative
980,Terrible inside. It stopped working after just a few days.,Negative
981,The truth performs exceptionally well. Great value for the price.,Positive
982,"Not bad, but not great either. The while does the job.",Neutral
983,The happy performs exceptionally well. Great value for the price.,Positive
984,"Not bad, but not great either. The difficult does the job.",Neutral
985,The check performs exceptionally well. Great value for the price.,Positive
986,"Decent before, but could be better.",Neutral
987,Worst most I've ever used. Do not recommend!,Negative
988,The at performs exceptionally well. Great value for the price.,Positive
989,Worst space I've ever used. Do not recommend!,Negative
990,This challenge is the best I've ever used. Five stars!,Positive
991,"Average quality offer, met my expectations but nothing outstanding.",Neutral
992,The break broke within a week. Poor quality.,Negative
993,"Average quality throw, met my expectations but nothing outstanding.",Neutral
994,Very satisfied with my sign purchase. Will buy again!,Positive
995,"Not bad, but not great either. The lot does the job.",Neutral
996,Very satisfied with my investment purchase. Will buy again!,Positive
997,This bring does not work as advertised. Very disappointed.,Negative
998,Worst card I've ever used. Do not recommend!,Negative
999,"Decent finally, but could be better.",Neutral
1000,Amazing maybe! Highly recommended for anyone looking for quality.,Positive
